converted,age,income,last_login_days,plan_tier,source,country,sessions,avg_session_minutes,email,device_type,signup_month,engagement_score
0,,,365.0,basic,organic,CA,1.0,2.8,user731@domain31.com,desktop,Oct,-0.2787936864460283
1,55.0,45000.0,300.0,basic,ads,US,2.0,4.5,user465@domain15.com,mobile,Feb,
1,,43000.0,300.0,basic,referral,US,2.0,6.335319790733387,user97@domain47.com,,Feb,4.86608391067756
0,,70000.0,5.0,pro,referral,CA,12.0,14.4,user266@domain16.com,smart_tv,Apr,12.116519085366187
0,48.0,43000.0,300.0,,referral,US,2.0,4.6,user357@domain7.com,desktop,Jul,-0.42155830950273243
0,33.0,82000.0,4.0,,ads,US,10.0,15.5,user868@domain18.com,smart_tv,Jul,14.202591995913254
0,29.0,64000.0,9.0,pro,organic,GB,8.0,13.2,user798@domain48.com,wearable,Oct,2.8719594616744324
0,28.0,52000.0,3.0,pro,ads,US,7.0,12.5,user380@domain30.com,mobile,May,16.946361102848655
0,45.0,42000.0,365.0,,organic,CA,1.0,2.8,user631@domain31.com,desktop,May,-0.9657066356515358
1,,,,basic,organic,US,32.94239559417478,,user381@domain31.com,desktop,Aug,26.04831580134722
0,31.0,76000.0,8.0,pro,ads,US,8.0,,user490@domain40.com,tablet,Apr,14.920855857299351
0,,64000.0,9.0,pro,,GB,8.0,13.2,user118@domain18.com,desktop,May,10.053989543828775
0,28.0,,3.0,pro,ads,US,7.0,,user900@domain0.com,mobile,Jun,13.144621135037768
0,31.0,76000.0,8.0,pro,ads,US,8.0,13.9,user250@domain0.com,mobile,Oct,4.843452125251022
0,22.0,31000.0,120.0,basic,ads,GB,1.0,3.1,user523@domain23.com,desktop,Mar,
0,29.0,,200.0,basic,,US,2.0,,user9@domain9.com,smart_tv,Sep,8.854807090162126
0,32.0,80000.0,7.0,pro,ads,CA,9.0,,user196@domain46.com,tablet,May,11.442872586682928
0,22.0,31000.0,120.0,basic,ads,GB,1.0,3.1,user603@domain3.com,desktop,Dec,
0,,285740.5189018762,45.0,,organic,US,3.0,5.0,user81@domain31.com,mobile,Dec,0.27643401958634684
0,22.0,,120.0,basic,,GB,1.0,3.1,user783@domain33.com,desktop,Sep,0.5821735894627684
0,38.0,50000.0,90.0,,,GB,4.0,,user587@domain37.com,mobile,Apr,1.2759268868876923
0,48.0,43000.0,,basic,referral,US,2.0,4.6,user797@domain47.com,tablet,Dec,7.517450340617977
0,,38000.0,400.0,basic,ads,US,1.0,2.5,user239@domain39.com,mobile,Sep,-3.3962403562926298
0,31.0,76000.0,8.0,pro,ads,US,8.0,13.9,user290@domain40.com,mobile,May,11.718912209542212
1,45.0,42000.0,365.0,basic,,CA,1.0,2.8,user211@domain11.com,smart_tv,Oct,3.9304036290435076
0,,43000.0,942.5020635099589,basic,referral,US,2.0,4.6,user717@domain17.com,desktop,Jan,13.378061420831465
0,,38000.0,,basic,ads,US,1.0,2.5,user359@domain9.com,mobile,Oct,4.51220859761348
0,29.0,,200.0,basic,referral,US,2.0,,user449@domain49.com,mobile,Dec,0.7262043164994267
0,38.0,50000.0,,basic,organic,GB,119.09699508745052,6.2,user227@domain27.com,tablet,Feb,37.96818930929138
0,,76000.0,8.0,,ads,US,8.0,13.9,user950@domain0.com,desktop,Jul,
0,27.0,70000.0,5.0,pro,referral,CA,12.0,14.4,user946@domain46.com,mobile,Jun,15.472487683052485
0,32.0,80000.0,7.0,pro,ads,CA,,12.9,user796@domain46.com,tablet,May,14.950486034475508
0,41.0,,45.0,,,US,3.0,5.0,user501@domain1.com,desktop,Jun,3.1988331379699426
0,30.0,61000.0,2.0,pro,organic,US,9.0,16.0,user464@domain14.com,mobile,Dec,15.918353092313462
0,35.0,88000.0,,pro,referral,CA,15.0,,user362@domain12.com,tablet,Oct,13.568416245826935
0,33.0,,4.0,pro,ads,US,10.0,,user468@domain18.com,desktop,Sep,1.1887241561473019
0,,,140.0,,organic,US,1.0,3.2,user935@domain35.com,desktop,Aug,-3.245438183997162
0,33.0,82000.0,4.0,pro,ads,US,10.0,15.5,user428@domain28.com,tablet,Jan,15.476683109075875
0,38.0,,90.0,basic,organic,GB,181.8946804768704,6.2,user7@domain7.com,wearable,Aug,61.769956698214614
1,,29000.0,140.0,basic,organic,US,1.0,3.2,user155@domain5.com,tablet,Mar,-4.8144066306463476
0,41.0,39000.0,382.26757008510776,basic,organic,US,3.0,5.0,user541@domain41.com,mobile,Oct,0.07331072302110808
0,28.0,52000.0,3.0,pro,,US,7.0,,user440@domain40.com,mobile,Dec,14.07200423472548
0,35.0,88000.0,1.0,pro,referral,CA,,18.2,user482@domain32.com,mobile,Jul,18.207934059851237
0,35.0,88000.0,1.0,pro,referral,CA,,18.2,user422@domain22.com,,Jul,20.77896492814057
0,29.0,64000.0,9.0,pro,,GB,8.0,13.2,user778@domain28.com,mobile,May,13.355349716724968
0,,,200.0,basic,referral,US,2.0,4.1,user949@domain49.com,tablet,Dec,-4.5003878599176295
0,36.0,90000.0,6.0,pro,referral,US,13.0,19.0,user334@domain34.com,,Dec,17.093646346659536
0,32.0,,7.0,pro,ads,CA,9.0,12.9,user576@domain26.com,smart_tv,Jan,12.563957652559074
0,,90000.0,6.0,pro,referral,US,13.0,19.0,user934@domain34.com,wearable,May,11.989433308941592
0,,,90.0,basic,organic,GB,4.0,6.2,user567@domain17.com,smart_tv,Jan,-1.4279903067598214
0,36.0,25635.714940001515,54.2037649671445,pro,referral,US,13.0,19.0,user594@domain44.com,mobile,Aug,18.84821877241018
0,31.0,76000.0,8.0,pro,ads,US,8.0,13.9,user530@domain30.com,,Aug,20.48819796560295
0,41.0,39000.0,45.0,basic,organic,US,124.42995800519968,5.0,user581@domain31.com,desktop,Jan,49.964122289309515
0,38.0,,90.0,basic,organic,GB,4.0,6.2,user707@domain7.com,desktop,Dec,-8.736106866909967
0,,,4.0,pro,ads,US,10.0,15.5,user448@domain48.com,smart_tv,Jun,
0,52.0,40000.0,,basic,ads,GB,2.0,4.0,user453@domain3.com,desktop,Jul,9.632837658205126
0,33.0,82000.0,4.0,pro,ads,US,10.0,15.5,user228@domain28.com,mobile,Jul,10.323428183262962
0,26.0,,3.0,pro,organic,US,11.0,17.0,user352@domain2.com,tablet,Dec,14.208691313468387
0,33.0,82000.0,4.0,pro,ads,US,10.0,15.5,user728@domain28.com,mobile,Aug,5.676611482891619
0,26.0,68000.0,,,organic,US,11.0,,user212@domain12.com,tablet,Aug,16.622762838439705
0,60.0,38000.0,400.0,basic,ads,US,11.266880384412188,,user79@domain29.com,smart_tv,Mar,9.649976614640863
0,33.0,82000.0,4.0,pro,,US,10.0,281.0352276070307,user148@domain48.com,,Aug,202.86887024802232
0,35.0,88000.0,,pro,referral,CA,15.0,18.2,user302@domain2.com,,May,17.29495843547544
0,33.0,82000.0,4.0,pro,ads,US,10.0,15.5,user628@domain28.com,mobile,Aug,23.395433047378198
0,48.0,43000.0,300.0,basic,referral,US,2.0,4.6,user777@domain27.com,desktop,Jul,0.20283118292947
0,27.0,70000.0,5.0,,referral,CA,12.0,14.4,user506@domain6.com,desktop,Jul,17.723443959783637
0,35.0,88000.0,1.0,,,CA,15.0,18.2,user342@domain42.com,desktop,Feb,
0,55.0,45000.0,300.0,basic,,US,2.0,4.5,user485@domain35.com,desktop,Feb,-4.278626590027967
0,45.0,26817.497651030128,365.0,basic,organic,CA,1.0,2.8,user711@domain11.com,tablet,Nov,4.396235022700482
0,,40000.0,250.0,basic,ads,GB,2.0,4.0,user133@domain33.com,wearable,Mar,
0,22.0,31000.0,120.0,basic,ads,GB,1.0,3.1,user703@domain3.com,mobile,Nov,-10.110174712407488
0,,42000.0,,basic,organic,CA,1.0,2.8,user311@domain11.com,desktop,Apr,6.394604383545718
0,35.0,,1.0,,referral,CA,15.0,18.2,user722@domain22.com,mobile,Jan,20.24272680917931
0,,32000.0,200.0,basic,referral,US,2.0,4.1,user629@domain29.com,desktop,Jan,8.360422293171439
0,28.0,,3.0,pro,ads,US,7.0,12.5,user0@domain0.com,tablet,Mar,4.488160382694418
0,32.0,80000.0,,pro,,CA,9.0,12.9,user316@domain16.com,mobile,Mar,7.377470437435871
0,27.0,70000.0,5.0,pro,referral,CA,12.0,14.4,user706@domain6.com,tablet,Nov,15.142850180759593
0,,50000.0,90.0,basic,,GB,4.0,6.2,user547@domain47.com,desktop,Apr,13.55089994715033
0,,68000.0,3.0,pro,organic,US,11.0,17.0,user872@domain22.com,tablet,May,19.65117275744045
0,26.0,68000.0,3.0,pro,,US,11.0,17.0,user532@domain32.com,mobile,Jul,19.695568037823396
0,48.0,43000.0,300.0,basic,referral,US,2.0,24.969127438129423,user477@domain27.com,smart_tv,Jan,
0,30.0,61000.0,,pro,organic,US,9.0,16.0,user404@domain4.com,mobile,Sep,3.965205543889235
0,26.0,68000.0,3.0,pro,organic,US,11.0,17.0,user172@domain22.com,desktop,Jun,20.730084329557204
0,,45000.0,300.0,basic,ads,US,2.0,4.5,user125@domain25.com,,Oct,7.187846285902253
0,36.0,90000.0,6.0,pro,referral,US,13.0,19.0,user394@domain44.com,desktop,Mar,16.523786474818834
0,28.0,,,,ads,US,7.0,,user420@domain20.com,desktop,Sep,16.53668185492002
0,26.0,68000.0,3.0,pro,organic,US,,,user552@domain2.com,wearable,Nov,
0,22.0,31000.0,120.0,basic,ads,GB,1.0,,user903@domain3.com,mobile,Nov,7.2335243566541205
0,31.0,,8.0,pro,,US,8.0,13.9,user90@domain40.com,desktop,Feb,6.310208130866948
0,60.0,38000.0,,basic,ads,US,1.0,2.5,user939@domain39.com,wearable,May,6.404231263303488
0,41.0,39000.0,45.0,basic,organic,US,3.0,5.0,user181@domain31.com,tablet,Jan,0.14906770105695255
0,36.0,,25.897925556874956,pro,referral,US,13.0,19.0,user274@domain24.com,tablet,Nov,10.676466818849754
1,23.0,,140.0,basic,,US,1.0,3.2,user895@domain45.com,mobile,Mar,8.731970585607144
1,29.0,32000.0,200.0,basic,referral,US,2.0,4.1,user69@domain19.com,desktop,Aug,2.0681340819272123
0,45.0,,365.0,basic,organic,CA,1.0,2.8,user291@domain41.com,mobile,Mar,7.9616963696148275
0,45.0,42000.0,365.0,basic,organic,CA,1.0,2.8,user131@domain31.com,desktop,Dec,-4.278666490907561
0,28.0,52000.0,,pro,ads,US,7.0,12.5,user300@domain0.com,mobile,Apr,-0.10595089315400763
0,,61000.0,2.0,pro,,US,9.0,16.0,user424@domain24.com,mobile,Jul,18.58240008866008
0,27.0,70000.0,5.0,pro,referral,CA,12.0,14.4,user326@domain26.com,mobile,Sep,21.32357262702717
0,30.0,61000.0,2.0,pro,organic,US,9.0,16.0,user144@domain44.com,wearable,May,10.435030659528742
0,22.0,,120.0,basic,ads,GB,1.0,1.7297587688361071,user423@domain23.com,,Apr,1.4945153609006965
0,,683072.9714519669,3.0,pro,ads,US,7.0,12.5,user580@domain30.com,desktop,Oct,12.415175929810635
0,23.0,,140.0,basic,organic,US,1.0,3.2,user135@domain35.com,desktop,May,-0.767092379836892
0,,76000.0,8.0,pro,ads,US,8.0,13.9,user450@domain0.com,mobile,Mar,10.330923611799813
0,,61000.0,2.0,pro,organic,US,9.0,16.0,user164@domain14.com,smart_tv,Apr,13.245084998767233
0,33.0,,4.0,pro,ads,US,10.0,15.5,user28@domain28.com,tablet,Mar,14.128928812222709
0,52.0,40000.0,,basic,ads,GB,2.0,4.0,user773@domain23.com,mobile,Jan,
0,52.0,40000.0,250.0,basic,ads,GB,2.0,4.0,user193@domain43.com,tablet,Apr,
0,33.0,,4.0,pro,ads,US,10.0,15.5,user388@domain38.com,mobile,Jun,4.340174956863459
0,26.0,,,pro,organic,US,11.0,,user852@domain2.com,mobile,Aug,10.51957600764248
0,29.0,32000.0,200.0,,referral,US,2.0,4.1,user169@domain19.com,desktop,Jun,7.053431896547064
0,55.0,45000.0,300.0,basic,ads,US,,4.5,user705@domain5.com,wearable,Sep,4.65566703291877
0,28.0,52000.0,24.95403038772288,pro,ads,US,7.0,12.5,user140@domain40.com,mobile,Apr,13.515415095073891
0,,40000.0,,basic,ads,GB,2.0,4.0,user173@domain23.com,mobile,Sep,
0,32.662090397014694,,39.46110396962051,pro,referral,CA,,14.4,user6@domain6.com,desktop,Jan,15.718495001759196
0,,45000.0,,basic,ads,US,2.0,4.5,user745@domain45.com,mobile,Dec,-4.3517395199593185
0,29.0,64000.0,75.67865112153652,pro,organic,GB,8.0,13.2,user478@domain28.com,mobile,Mar,26.045659169173923
0,52.0,40000.0,250.0,basic,ads,GB,2.0,4.0,user73@domain23.com,tablet,Nov,-2.23784138504918
0,106.17723796744606,76000.0,8.0,pro,ads,US,8.0,13.9,user910@domain10.com,desktop,Oct,9.715901857459267
0,52.0,40000.0,250.0,basic,,GB,2.0,4.0,user813@domain13.com,,Nov,-12.414440265247354
0,29.0,64000.0,,pro,organic,GB,8.0,,user238@domain38.com,mobile,Jun,10.07743137465666
0,55.0,45000.0,300.0,basic,ads,US,2.0,4.5,user145@domain45.com,mobile,Apr,11.242985726145111
0,26.0,68000.0,,pro,organic,US,11.0,17.0,user792@domain42.com,wearable,Jan,11.861597454743311
0,36.0,90000.0,6.0,pro,referral,US,13.0,19.0,user234@domain34.com,mobile,Jun,19.768647973930506
0,28.0,52000.0,3.0,pro,ads,US,7.0,12.5,user220@domain20.com,mobile,May,7.8547076471124555
1,,31000.0,120.0,basic,ads,GB,1.0,3.1,user923@domain23.com,wearable,May,-3.7107628306237697
0,28.0,,3.0,pro,ads,US,7.0,161.55435743283232,user500@domain0.com,mobile,Dec,107.60462870303554
0,26.0,,3.0,pro,organic,US,,17.0,user132@domain32.com,mobile,Mar,14.757353339844816
0,31.0,76000.0,,pro,,US,8.0,,user990@domain40.com,mobile,Oct,9.278528522976847
0,36.0,90000.0,6.0,,referral,US,13.0,19.0,user774@domain24.com,mobile,Mar,21.97928621842449
0,55.0,,300.0,basic,ads,US,2.0,,user185@domain35.com,mobile,Feb,16.464529028389677
1,,39000.0,45.0,basic,organic,US,3.0,5.0,user41@domain41.com,mobile,Feb,9.14752580995627
0,32.0,80000.0,7.0,pro,ads,CA,9.0,12.9,user696@domain46.com,desktop,Oct,8.240978013373963
0,33.0,82000.0,4.0,pro,ads,US,10.0,15.5,user108@domain8.com,mobile,Aug,8.652600997523521
0,33.0,82000.0,,pro,ads,US,10.0,15.5,user588@domain38.com,smart_tv,Dec,10.762350231506083
0,32.0,,7.0,,ads,CA,9.0,12.9,user56@domain6.com,mobile,Mar,12.84485498176517
0,55.0,45000.0,,basic,ads,US,2.0,4.5,user405@domain5.com,smart_tv,Apr,4.458191830828937
0,35.0,88000.0,1.0,pro,referral,CA,15.0,18.2,user442@domain42.com,mobile,Mar,13.620926859654606
1,48.0,43000.0,300.0,basic,referral,US,2.0,4.6,user757@domain7.com,desktop,Jun,7.206665603253536
0,48.0,,300.0,basic,referral,US,2.0,,user997@domain47.com,desktop,Apr,26.838974424938776
0,,61000.0,2.0,pro,,US,9.0,16.0,user24@domain24.com,desktop,Feb,11.957870405424618
0,,50000.0,,basic,organic,GB,4.0,,user467@domain17.com,mobile,Aug,13.707212832206377
0,60.0,38000.0,400.0,basic,ads,US,1.0,2.5,user539@domain39.com,,Mar,-0.9398778859325558
0,45.0,42000.0,365.0,basic,organic,CA,1.0,2.8,user531@domain31.com,mobile,Oct,-2.267793779208856
0,29.0,,9.0,pro,organic,GB,8.0,13.2,user618@domain18.com,tablet,Mar,11.451762046850492
0,41.290605972820586,90000.0,6.0,pro,referral,US,13.0,19.0,user694@domain44.com,mobile,Mar,14.594824906123774
0,27.0,81853.76243365937,5.0,,referral,CA,12.0,14.4,user926@domain26.com,tablet,Sep,
0,29.0,140231.90301662678,9.0,pro,,GB,8.0,13.2,user338@domain38.com,desktop,Jan,18.426158314514026
0,,42000.0,365.0,basic,organic,CA,1.0,2.8,user51@domain1.com,tablet,Oct,4.304973618598289
0,38.0,50000.0,90.0,basic,organic,GB,4.0,6.2,user507@domain7.com,desktop,Aug,5.0094762552799725
0,32.0,,7.0,pro,ads,CA,9.0,12.9,user516@domain16.com,mobile,Sep,8.77690533354788
0,28.0,52000.0,3.0,pro,ads,US,,,user920@domain20.com,desktop,Mar,7.563368711340342
0,,39000.0,45.0,basic,organic,US,3.0,5.0,user781@domain31.com,mobile,Apr,8.841234850656083
0,,631022.649744233,2.0,pro,,US,9.0,16.0,user264@domain14.com,mobile,Sep,15.43658308518264
1,,43000.0,300.0,basic,referral,US,2.0,4.6,user817@domain17.com,desktop,Sep,5.2987688230482295
0,,76000.0,,pro,ads,US,8.0,13.9,user710@domain10.com,mobile,Mar,
0,35.0,88000.0,1.0,pro,referral,CA,15.0,18.2,user682@domain32.com,tablet,Feb,16.22684125257924
0,,,3.0,pro,organic,US,11.0,17.0,user832@domain32.com,desktop,Mar,5.572529168651345
0,29.0,64000.0,9.0,pro,organic,GB,8.0,13.2,user518@domain18.com,mobile,Dec,15.46214770757367
0,38.0,50000.0,90.0,basic,organic,GB,4.0,6.2,user447@domain47.com,smart_tv,Nov,11.76133220844222
0,29.0,64000.0,9.0,,organic,GB,8.0,13.2,user18@domain18.com,mobile,May,0.9014699051004893
0,23.0,,140.0,basic,organic,US,16.44812946180278,3.2,user715@domain15.com,wearable,Jun,7.020829659317378
0,,31000.0,120.0,basic,ads,GB,1.0,,user483@domain33.com,mobile,Jun,4.633383274421411
0,33.0,,4.0,pro,ads,US,10.0,15.5,user568@domain18.com,,Jun,8.516672978361004
0,,40000.0,250.0,basic,ads,GB,2.0,4.0,user433@domain33.com,mobile,Apr,10.800371128062945
0,38.0,50000.0,90.0,basic,organic,GB,4.0,6.2,user367@domain17.com,mobile,Oct,10.984537761357895
0,22.0,31000.0,120.0,basic,,GB,1.0,3.1,user83@domain33.com,mobile,Nov,-3.8737321391525077
0,,39000.0,45.0,basic,organic,US,135.59303821763575,44.23015325679203,user61@domain11.com,mobile,Feb,79.93440708278844
0,29.0,64000.0,61.98211851429157,pro,organic,GB,8.0,13.2,user638@domain38.com,tablet,Feb,14.860008759968775
0,26.0,68000.0,3.0,pro,organic,US,11.0,,user272@domain22.com,mobile,Oct,8.487267609180412
0,55.0,45000.0,300.0,basic,ads,US,2.0,4.5,user285@domain35.com,tablet,Dec,3.087285482864611
0,,52000.0,3.0,pro,,US,7.0,12.5,user360@domain10.com,mobile,Aug,14.784310917782365
0,36.0,90000.0,6.0,pro,referral,US,13.0,19.0,user354@domain4.com,desktop,Sep,22.19481653449145
0,32.0,80000.0,7.0,pro,ads,CA,9.0,12.9,user456@domain6.com,tablet,Jan,16.020519748653555
0,29.0,64000.0,9.0,pro,organic,GB,8.0,13.2,user278@domain28.com,desktop,Nov,12.283078283604397
0,26.0,68000.0,3.0,pro,organic,US,11.0,17.0,user12@domain12.com,mobile,Nov,9.42589339745509
0,35.0,,1.0,pro,,CA,15.0,18.2,user182@domain32.com,mobile,Oct,14.963646565706748
0,33.0,82000.0,4.0,pro,ads,US,10.0,15.5,user368@domain18.com,desktop,Aug,19.290916243069432
0,,,45.0,basic,,US,67.67477684214211,5.0,user881@domain31.com,tablet,Apr,26.71936850221787
0,23.0,29000.0,140.0,basic,organic,US,1.0,3.2,user615@domain15.com,wearable,Feb,8.16422295734103
0,22.0,31000.0,,basic,ads,GB,44.47022141196295,3.1,user223@domain23.com,tablet,Jun,22.06310821387501
0,26.0,17091.888702495322,3.0,pro,organic,US,11.0,17.0,user572@domain22.com,tablet,Jun,
0,31.0,76000.0,,pro,ads,US,8.0,13.9,user970@domain20.com,mobile,Nov,12.590758036004802
0,52.0,40000.0,250.0,basic,,GB,2.0,4.0,user653@domain3.com,tablet,Sep,8.599066711875283
0,55.0,,300.0,basic,ads,US,2.0,4.5,user545@domain45.com,smart_tv,Oct,2.2834130409218223
0,35.0,88000.0,1.0,pro,,CA,15.0,18.2,user582@domain32.com,desktop,Dec,11.267420993192669
0,,40000.0,250.0,basic,ads,GB,2.0,4.0,user633@domain33.com,desktop,Feb,-5.513142330204509
0,32.0,80000.0,7.0,pro,ads,CA,9.0,12.9,user176@domain26.com,desktop,Jun,15.764436136078235
0,55.0,45000.0,300.0,,ads,US,2.0,9.411530339169282,user665@domain15.com,desktop,May,1.4401616635399819
0,52.0,40000.0,250.0,basic,ads,GB,2.0,4.0,user673@domain23.com,mobile,Mar,7.5450493926058755
0,55.0,45000.0,300.0,,ads,US,2.0,4.5,user585@domain35.com,wearable,Dec,2.8561245078588526
0,52.0,40000.0,250.0,basic,ads,GB,2.0,4.0,user873@domain23.com,tablet,Mar,10.636188184411557
1,52.0,40000.0,250.0,basic,,GB,,4.0,user393@domain43.com,mobile,Oct,0.3147929125521589
0,,31000.0,120.0,basic,ads,GB,1.0,3.1,user163@domain13.com,smart_tv,Sep,7.726836104077296
0,33.0,82000.0,,pro,ads,US,10.0,15.5,user248@domain48.com,mobile,Nov,10.852335084388963
0,36.0,90000.0,6.0,pro,referral,US,13.0,19.0,user634@domain34.com,,Jun,24.723454877843437
0,,,300.0,basic,ads,US,2.0,4.5,user885@domain35.com,wearable,Dec,-1.0906929726968428
0,29.0,,200.0,basic,,US,2.0,4.1,user669@domain19.com,mobile,Nov,7.387878033254809
0,23.0,,140.0,basic,organic,US,1.0,3.2,user375@domain25.com,tablet,Feb,-6.143395905823208
0,26.0,68000.0,3.0,pro,organic,US,11.0,17.0,user412@domain12.com,,Nov,9.253029562011402
0,36.0,,,pro,referral,US,13.0,19.0,user74@domain24.com,smart_tv,Sep,11.43410522377628
0,52.0,40000.0,,basic,ads,GB,2.0,4.0,user113@domain13.com,,Sep,-4.000340449377939
0,29.0,64000.0,9.0,pro,organic,GB,8.0,13.2,user598@domain48.com,mobile,Nov,13.98282602425866
0,41.0,5108.899361576311,45.0,basic,organic,US,3.0,5.0,user961@domain11.com,mobile,Apr,13.010902379259697
0,31.0,76000.0,8.0,pro,ads,US,231.66460803835258,13.9,user390@domain40.com,,Jul,71.47214162081444
0,30.0,61000.0,2.0,,organic,US,9.0,16.0,user104@domain4.com,desktop,Feb,13.603927577606596
0,,,6.0,pro,referral,US,13.0,,user114@domain14.com,mobile,Nov,18.63303648323619
0,48.0,,300.0,basic,,US,2.0,4.6,user417@domain17.com,wearable,Dec,
0,55.0,45000.0,300.0,basic,,US,,4.5,user525@domain25.com,tablet,Jun,7.888823220147215
0,,43000.0,,basic,referral,US,,4.6,user457@domain7.com,desktop,Sep,5.189164006914177
0,29.0,32000.0,200.0,,referral,US,2.0,,user409@domain9.com,tablet,Oct,5.311571215380175
0,26.0,68000.0,,pro,organic,US,11.0,17.0,user92@domain42.com,desktop,Jan,10.027230728432968
0,,76000.0,8.0,pro,ads,US,8.0,13.9,user930@domain30.com,tablet,May,14.728059553045284
0,29.0,32000.0,200.0,basic,referral,US,2.0,4.1,user89@domain39.com,desktop,Sep,6.239573246954029
0,32.0,80000.0,7.0,pro,ads,CA,9.0,12.9,user336@domain36.com,mobile,Apr,15.849223300928063
0,33.0,82000.0,4.0,pro,ads,US,10.0,15.5,user988@domain38.com,tablet,Mar,14.225658050626848
1,41.0,39000.0,260.6257791574893,basic,organic,US,3.0,5.0,user921@domain21.com,mobile,Oct,
0,,40000.0,250.0,basic,ads,GB,,4.0,user933@domain33.com,desktop,Dec,8.633933218162843
0,55.0,,300.0,basic,ads,US,2.0,4.5,user605@domain5.com,tablet,Oct,-2.8870025700332613
0,52.0,40000.0,250.0,basic,ads,GB,2.0,4.0,user593@domain43.com,tablet,Jul,8.381617841845227
0,45.0,42000.0,365.0,basic,,CA,1.0,,user611@domain11.com,tablet,May,7.20431692458156
0,36.0,90000.0,6.0,pro,referral,US,,19.0,user94@domain44.com,mobile,Aug,12.642011623529248
0,45.0,42000.0,365.0,,organic,CA,1.0,,user11@domain11.com,,Sep,6.401648203604882
0,32.0,80000.0,7.0,pro,ads,CA,,12.9,user396@domain46.com,mobile,May,7.04683795679771
0,52.0,40000.0,250.0,basic,ads,GB,2.0,4.0,user533@domain33.com,desktop,Dec,-5.815429004444127
0,,31000.0,120.0,basic,ads,GB,1.0,0.24077464641005247,user43@domain43.com,mobile,Mar,-0.42863494139095026
0,35.0,,1.0,pro,referral,CA,15.0,18.2,user42@domain42.com,desktop,Sep,14.814984636955618
0,29.0,32000.0,200.0,,,US,2.0,,user329@domain29.com,mobile,May,4.090625139530305
0,38.0,50000.0,90.0,,organic,GB,4.0,6.2,user167@domain17.com,,Aug,2.9985742861001423
0,123.65846381191074,43000.0,300.0,,referral,US,2.0,,user497@domain47.com,mobile,Jan,
0,32.0,80000.0,7.0,pro,ads,CA,9.0,12.9,user876@domain26.com,tablet,Sep,7.948829911329357
0,48.0,43000.0,300.0,,referral,US,2.0,4.6,user597@domain47.com,mobile,Jan,5.949282384491715
0,32.0,902800.2489024735,7.0,pro,ads,CA,9.0,12.9,user756@domain6.com,mobile,Feb,13.488751064952066
0,28.0,,3.0,pro,,US,7.0,12.5,user100@domain0.com,mobile,Apr,14.362669588650245
0,27.0,70000.0,5.0,pro,referral,CA,203.8385268222092,14.4,user426@domain26.com,mobile,May,
0,,64000.0,9.0,,organic,GB,8.0,127.36935819241407,user178@domain28.com,mobile,Aug,93.51828345254069
0,30.0,61000.0,2.0,pro,organic,US,9.0,16.0,user444@domain44.com,tablet,Apr,11.833070830196
0,,,7.0,,ads,CA,,12.9,user416@domain16.com,mobile,May,9.97404924755721
0,31.0,,8.0,pro,,US,8.0,13.9,user870@domain20.com,,Jun,9.19494620071283
0,35.0,88000.0,1.0,,referral,CA,15.0,,user882@domain32.com,mobile,May,13.469905863656553
0,28.0,52000.0,3.0,,ads,US,7.0,12.5,user680@domain30.com,mobile,Sep,13.327998956914332
0,48.0,43000.0,300.0,basic,referral,US,2.0,4.6,user177@domain27.com,tablet,May,-3.6144799168199895
1,,29000.0,140.0,basic,organic,US,1.0,,user395@domain45.com,smart_tv,Mar,5.9970477686878585
0,45.0,42000.0,365.0,basic,organic,CA,1.0,2.8,user911@domain11.com,mobile,Sep,-0.042502974345211
0,52.0,,250.0,basic,ads,GB,2.0,4.0,user793@domain43.com,desktop,May,1.0044854090327333
0,28.0,52000.0,3.0,pro,ads,US,7.0,12.5,user960@domain10.com,mobile,Nov,12.771418210526296
0,30.0,61000.0,2.0,pro,organic,US,9.0,16.0,user684@domain34.com,smart_tv,Mar,13.88670327314044
0,22.0,31000.0,120.0,,ads,GB,,3.1,user383@domain33.com,desktop,Oct,1.3945899843107514
0,,14779.850277962196,7.0,pro,ads,CA,9.0,,user956@domain6.com,mobile,Nov,12.248007825336204
0,,42000.0,365.0,basic,,CA,,,user751@domain1.com,mobile,Nov,
0,48.0,43000.0,300.0,basic,referral,US,2.0,4.6,user257@domain7.com,wearable,Oct,6.00678533854051
0,29.0,64000.0,9.0,pro,organic,GB,,13.2,user538@domain38.com,desktop,May,6.542130372226853
0,23.0,29000.0,140.0,basic,organic,US,1.0,3.2,user335@domain35.com,,Feb,6.224847438251459
0,23.0,29000.0,140.0,basic,organic,US,1.0,,user15@domain15.com,mobile,Jan,4.7374504804377855
0,30.0,61000.0,2.0,pro,organic,US,9.0,16.0,user324@domain24.com,tablet,Jun,20.668083440881666
0,29.0,64000.0,9.0,pro,organic,GB,8.0,13.2,user758@domain8.com,desktop,Jun,9.55637017421165
0,,88000.0,1.0,pro,referral,CA,15.0,18.2,user222@domain22.com,mobile,Sep,12.462108715680989
0,60.0,,,basic,ads,US,1.0,2.5,user179@domain29.com,tablet,Apr,6.984636949325421
0,22.0,7007.35501131734,120.0,basic,,GB,1.0,3.1,user983@domain33.com,mobile,Feb,2.311938145807467
0,,88000.0,1.0,pro,referral,CA,15.0,18.2,user22@domain22.com,desktop,Oct,18.776077392629944
