email,phone,amount,date
olivia.moore@gmail.com,INVALID,672.00,2023-03-06
olivia.smith@example.com,INVALID,753.40,2023-02-06
olivia.smith@example.com,INVALID,813.61,2020-02-23
olivia.williams@company.com,INVALID,2035.92,INVALID
olivia.williams@gmail.com,INVALID,0.00,2023-01-22
olivia.williams@test.com,5558246053,1595.18,INVALID
olivia.williams@test.com,INVALID,0.00,2020-04-10
olivia.williams@test.com,5558535163,0.00,2021-07-17
olivia.wilson@gmail.com,5551758673,1209.00,INVALID
olivia.wilson@yahoo.com,5557054287,807.16,INVALID
paul.brown@company.com,5558918722,0.00,INVALID
paul.brown@example.com,INVALID,4461.72,INVALID
paul.brown@example.com,5551702985,0.00,2023-01-11
paul.brown@outlook.com,INVALID,4968.77,INVALID
paul.brown@yahoo.com,5555097746,4837.03,2020-06-24
paul.brown@yahoo.com,5552427392,4767.11,2023-05-25
paul.davis@gmail.com,INVALID,2628.00,INVALID
paul.davis@gmail.com,5552057192,3456.03,2022-11-10
paul.davis@outlook.com,5554181052,555.64,2023-11-24
paul.davis@outlook.com,INVALID,556.55,2021-05-01
paul.davis@test.com,5552544075,0.00,2024-01-02
paul.johnson@company.com,5554784819,478.90,INVALID
paul.johnson@gmail.com,5558172955,0.00,2025-01-26
paul.johnson@test.com,5554428410,432.10,2022-09-24
paul.johnson@yahoo.com,5559796109,2077.71,2025-03-25
paul.jones@company.com,INVALID,0.00,2023-05-03
paul.jones@yahoo.com,5555474186,0.00,2023-03-05
paul.miller@example.com,5554839255,0.00,2024-03-09
paul.moore@test.com,INVALID,0.00,INVALID
paul.moore@test.com,5556304762,2223.00,2024-05-13
paul.moore@test.com,INVALID,1395.65,2020-02-18
paul.smith@example.com,5554195378,0.00,INVALID
paul.smith@gmail.com,5558682419,1781.26,2020-06-07
paul.smith@outlook.com,5552041607,2138.03,2023-01-13
paul.smith@test.com,5554088468,0.00,2021-06-05
paul.smith@yahoo.com,5556407822,922.45,2022-08-25
paul.taylor@example.com,INVALID,3835.80,INVALID
paul.taylor@gmail.com,INVALID,46.60,INVALID
paul.williams@example.com,5556732381,4574.20,INVALID
paul.williams@example.com,5559796359,0.00,INVALID
paul.williams@example.com,5556426385,541.18,2022-04-13
paul.williams@gmail.com,INVALID,1050.07,2020-12-22
paul.williams@gmail.com,INVALID,948.10,2023-09-17
paul.williams@gmail.com,5553582364,2183.00,INVALID
paul.williams@test.com,INVALID,2605.89,INVALID
paul.wilson@example.com,5558355442,0.00,INVALID
paul.wilson@gmail.com,5555453982,2106.95,2023-12-20
quinn.brown@yahoo.com,5556214180,3153.97,2025-06-15
quinn.davis@outlook.com,5552684454,482.75,2025-01-04
quinn.davis@test.com,5552007638,4050.78,2025-04-01
quinn.johnson@example.com,INVALID,0.00,INVALID
quinn.johnson@gmail.com,INVALID,318.49,2021-10-08
quinn.johnson@gmail.com,5553972253,0.00,2021-03-14
quinn.johnson@outlook.com,5558482854,0.00,INVALID
quinn.johnson@test.com,5557821980,516.37,2025-06-23
quinn.johnson@yahoo.com,5555133389,0.00,2023-11-27
quinn.jones@example.com,INVALID,405.93,INVALID
quinn.jones@gmail.com,INVALID,3366.41,2024-05-10
quinn.jones@outlook.com,5557798958,3244.83,INVALID
quinn.jones@test.com,INVALID,0.00,2021-07-20
quinn.jones@yahoo.com,5559374696,0.00,2022-08-19
quinn.miller@company.com,5559267010,0.00,INVALID
quinn.miller@company.com,INVALID,4216.98,INVALID
quinn.miller@example.com,5558021603,2290.00,2025-05-03
quinn.miller@gmail.com,5556202969,310.50,INVALID
quinn.miller@gmail.com,INVALID,3802.82,2021-07-24
quinn.miller@outlook.com,5558668199,342.85,2024-11-27
quinn.miller@yahoo.com,INVALID,4049.00,INVALID
quinn.moore@example.com,5556089450,361.14,INVALID
quinn.moore@example.com,5554945010,0.00,2021-11-16
quinn.moore@outlook.com,INVALID,4660.72,2025-06-11
quinn.smith@example.com,5558386595,0.00,INVALID
quinn.smith@gmail.com,5557236376,796.30,2022-03-08
quinn.smith@yahoo.com,5558307709,0.00,2021-11-05
quinn.taylor@gmail.com,5551488814,0.00,2022-08-01
quinn.taylor@test.com,INVALID,3845.70,2023-03-13
quinn.taylor@yahoo.com,INVALID,3883.15,2021-11-21
quinn.williams@example.com,5558775973,0.00,INVALID
quinn.williams@test.com,5551653931,1396.71,INVALID
quinn.williams@yahoo.com,INVALID,3467.86,INVALID
quinn.wilson@outlook.com,5553163464,4832.25,INVALID
quinn.wilson@test.com,5555371768,1811.36,2023-06-19
rachel.brown@gmail.com,5558237698,3905.72,2023-05-12
rachel.brown@test.com,INVALID,2966.52,2025-10-20
rachel.brown@yahoo.com,5553888864,283.81,2020-12-16
rachel.davis@example.com,5551147227,1321.24,2022-06-24
rachel.davis@outlook.com,INVALID,4262.25,INVALID
rachel.davis@test.com,INVALID,403.41,2021-10-07
rachel.johnson@example.com,5559683298,0.00,2023-04-21
rachel.johnson@gmail.com,5556192649,0.00,2025-04-08
rachel.johnson@outlook.com,INVALID,3337.58,INVALID
rachel.johnson@yahoo.com,5556737852,1988.63,INVALID
rachel.jones@company.com,INVALID,1982.95,INVALID
rachel.jones@test.com,5554469461,1353.00,2025-03-07
rachel.jones@yahoo.com,INVALID,530.79,2022-11-07
rachel.miller@company.com,INVALID,0.00,2020-05-24
rachel.miller@company.com,INVALID,4320.99,2023-10-21
rachel.miller@example.com,5552089579,0.00,2021-11-10
rachel.moore@example.com,INVALID,860.68,2024-02-08
rachel.moore@yahoo.com,5551823449,2014.00,INVALID
rachel.smith@company.com,5557353982,2463.43,2023-02-17
rachel.smith@example.com,INVALID,2070.31,2021-12-09
rachel.smith@yahoo.com,5557542904,3640.08,2020-01-14
rachel.smith@yahoo.com,INVALID,0.00,2021-05-22
rachel.taylor@outlook.com,INVALID,2088.89,2021-12-10
rachel.wilson@yahoo.com,INVALID,3226.31,INVALID
steve.brown@company.com,5558328858,0.00,INVALID
steve.brown@example.com,INVALID,0.00,INVALID
steve.davis@test.com,INVALID,1021.00,2020-05-04
steve.johnson@example.com,INVALID,0.00,INVALID
steve.johnson@test.com,5557338395,2289.00,INVALID
steve.jones@example.com,INVALID,3046.46,2024-04-15
steve.miller@company.com,INVALID,0.00,INVALID
steve.miller@company.com,5558742484,0.00,2020-12-03
steve.miller@gmail.com,5559634454,0.00,2024-05-18
steve.moore@example.com,5556455172,4744.50,2025-06-25
steve.moore@gmail.com,5553255275,3215.91,2024-11-20
steve.moore@test.com,5552017877,0.00,INVALID
steve.smith@test.com,5558293536,2856.50,2024-11-09
steve.smith@yahoo.com,INVALID,2050.00,2021-06-18
steve.taylor@gmail.com,5558636157,0.00,INVALID
steve.taylor@gmail.com,INVALID,4272.72,INVALID
steve.taylor@test.com,INVALID,976.05,INVALID
steve.williams@gmail.com,5555035791,4810.57,2023-01-15
steve.williams@outlook.com,5554191592,4433.58,2021-04-05
steve.williams@outlook.com,5559338897,0.00,2023-10-27
steve.williams@test.com,INVALID,4169.25,2020-04-14
steve.wilson@example.com,INVALID,0.00,2023-10-28
steve.wilson@outlook.com,INVALID,4940.56,2023-06-02
steve.wilson@test.com,INVALID,3238.16,2024-06-07
steve.wilson@yahoo.com,5554342032,0.00,2022-08-13
tina.brown@company.com,INVALID,1223.81,INVALID
tina.brown@example.com,INVALID,749.85,2021-02-07
tina.brown@yahoo.com,INVALID,3203.00,INVALID
tina.johnson@example.com,INVALID,3657.00,INVALID
tina.johnson@gmail.com,INVALID,4058.42,2020-12-19
tina.johnson@test.com,5552139235,4071.44,INVALID
tina.johnson@yahoo.com,INVALID,973.99,2020-06-18
tina.jones@example.com,INVALID,2756.73,INVALID
tina.jones@gmail.com,INVALID,4819.26,2022-04-19
tina.miller@company.com,5554461944,1301.37,2025-08-02
tina.moore@example.com,5555407662,0.00,INVALID
tina.moore@gmail.com,INVALID,1288.44,2021-03-03
tina.moore@outlook.com,5553831114,3986.50,2024-03-13
tina.smith@gmail.com,INVALID,0.00,2024-04-28
tina.smith@gmail.com,5556771827,1789.00,2025-02-12
tina.smith@outlook.com,INVALID,966.56,INVALID
tina.taylor@test.com,5559678743,462.03,INVALID
tina.williams@outlook.com,5551445807,0.00,INVALID
tina.williams@test.com,5557628286,292.28,2022-10-23
tina.wilson@company.com,5555998044,1830.00,INVALID
uma.brown@company.com,5559684386,1400.87,2021-06-24
uma.brown@gmail.com,5551051094,0.00,INVALID
uma.davis@gmail.com,5555839683,2970.20,2022-06-08
uma.davis@test.com,INVALID,0.00,INVALID
uma.johnson@yahoo.com,5552571480,2517.67,INVALID
uma.jones@outlook.com,INVALID,4479.69,2022-01-10
uma.jones@outlook.com,5555917187,0.00,INVALID
uma.miller@example.com,5558016189,2517.41,2023-01-06
uma.miller@gmail.com,INVALID,602.99,INVALID
uma.miller@gmail.com,5554472317,3394.04,INVALID
uma.miller@outlook.com,INVALID,2275.70,INVALID
uma.moore@yahoo.com,INVALID,0.00,INVALID
uma.smith@example.com,5555404988,0.00,2020-07-12
uma.smith@gmail.com,5556556568,0.00,2025-07-24
uma.smith@test.com,INVALID,4451.89,INVALID
uma.smith@test.com,5552386439,335.73,2020-11-14
uma.taylor@example.com,5553654982,0.00,INVALID
uma.williams@outlook.com,INVALID,2681.09,2023-01-28
uma.williams@yahoo.com,5554537311,0.00,INVALID
uma.wilson@gmail.com,5554797602,111.27,2022-10-17
uma.wilson@test.com,5559835949,2614.35,2020-01-20
uma.wilson@yahoo.com,5559781728,0.00,INVALID
victor.brown@outlook.com,INVALID,2459.56,2025-06-26
victor.brown@outlook.com,5558024017,0.00,2021-05-07
victor.brown@test.com,INVALID,0.00,INVALID
victor.brown@test.com,5555579528,708.42,2021-01-27
victor.davis@gmail.com,5554868657,4687.60,INVALID
victor.johnson@company.com,5553419554,4706.20,2023-04-03
victor.johnson@gmail.com,5552811330,910.50,INVALID
victor.johnson@yahoo.com,INVALID,339.66,INVALID
victor.jones@company.com,5553239903,3054.55,2022-09-18
victor.jones@company.com,5556304378,0.00,2022-03-19
victor.jones@example.com,INVALID,3330.49,2024-02-12
victor.jones@example.com,INVALID,0.00,2020-04-07
victor.jones@yahoo.com,5555634210,2538.53,2020-07-02
victor.moore@company.com,INVALID,0.00,2023-06-04
victor.moore@gmail.com,5559332092,0.00,INVALID
victor.moore@test.com,5558543049,4719.32,INVALID
victor.smith@outlook.com,INVALID,1465.00,2025-06-04
victor.smith@yahoo.com,5556207533,0.00,2020-10-20
victor.taylor@example.com,INVALID,99.57,2025-01-14
victor.taylor@example.com,5555449981,133.47,2023-02-08
victor.taylor@gmail.com,5558693418,2733.62,INVALID
victor.taylor@outlook.com,INVALID,4916.18,INVALID
victor.taylor@test.com,5557779390,3128.11,2024-12-03
victor.taylor@yahoo.com,INVALID,2985.39,INVALID
victor.williams@test.com,INVALID,4240.52,INVALID
victor.wilson@company.com,5559632555,0.00,2020-07-18
victor.wilson@example.com,INVALID,4575.63,2024-05-23
victor.wilson@yahoo.com,5559021755,3303.76,2025-09-03
victor.wilson@yahoo.com,5552938736,3161.00,2022-01-08
victor.wilson@yahoo.com,INVALID,0.00,INVALID
wendy.brown@company.com,5552058794,1929.00,INVALID
wendy.brown@example.com,INVALID,605.53,2021-10-08
wendy.brown@example.com,5553891336,2950.92,INVALID
wendy.brown@gmail.com,5554849374,514.50,INVALID
wendy.brown@outlook.com,INVALID,3640.70,2021-05-25
wendy.davis@company.com,INVALID,4346.34,INVALID
wendy.johnson@test.com,INVALID,0.00,2024-10-20
wendy.johnson@yahoo.com,INVALID,4173.56,INVALID
wendy.jones@company.com,INVALID,4261.00,INVALID
wendy.miller@yahoo.com,INVALID,4574.05,INVALID
wendy.moore@company.com,INVALID,0.00,2021-10-24
wendy.moore@example.com,INVALID,243.69,2020-05-15
wendy.moore@yahoo.com,5556615290,4678.32,INVALID
wendy.moore@yahoo.com,5555753785,1865.46,INVALID
wendy.smith@gmail.com,INVALID,2742.12,2025-03-16
wendy.smith@gmail.com,INVALID,2089.50,INVALID
wendy.smith@test.com,INVALID,0.00,INVALID
wendy.taylor@company.com,5555015709,0.00,2022-03-18
wendy.taylor@gmail.com,5558339731,4558.00,INVALID
wendy.taylor@gmail.com,5552805160,0.00,2022-04-20
wendy.taylor@gmail.com,5556955862,0.00,INVALID
wendy.taylor@test.com,5555014877,1593.53,INVALID
wendy.williams@example.com,5551488727,0.00,INVALID
wendy.williams@yahoo.com,5557229257,3855.01,INVALID
wendy.williams@yahoo.com,INVALID,0.00,2023-03-09
wendy.wilson@outlook.com,INVALID,0.00,2023-08-28
xavier.brown@company.com,5557158613,0.00,2022-01-21
xavier.brown@example.com,5552346446,1470.74,INVALID
xavier.brown@example.com,5555216822,926.00,2024-03-09
xavier.johnson@gmail.com,5555179909,3118.96,2021-09-18
xavier.johnson@yahoo.com,5552399283,3194.68,2020-07-15
xavier.jones@outlook.com,INVALID,0.00,2020-04-15
xavier.miller@test.com,INVALID,911.00,INVALID
xavier.moore@example.com,5554137246,1661.52,2024-12-25
xavier.moore@example.com,5554748249,0.00,INVALID
xavier.moore@gmail.com,5556194174,4909.21,INVALID
xavier.moore@outlook.com,5559871407,1458.59,2023-11-28
xavier.moore@test.com,5558793345,2669.31,INVALID
xavier.smith@company.com,INVALID,2144.57,2022-06-25
xavier.smith@gmail.com,INVALID,0.00,2021-12-19
xavier.smith@test.com,5558134375,4795.31,2024-12-17
xavier.smith@test.com,5557606115,0.00,INVALID
xavier.smith@yahoo.com,INVALID,0.00,2025-01-07
xavier.taylor@example.com,INVALID,1324.92,2021-11-21
xavier.taylor@test.com,5556276873,4713.93,2022-03-22
xavier.williams@company.com,5558547184,3196.08,INVALID
xavier.williams@example.com,INVALID,0.00,INVALID
xavier.williams@gmail.com,5557402477,3138.12,2020-12-08
xavier.williams@outlook.com,INVALID,2208.18,INVALID
xavier.wilson@company.com,5553591485,1194.78,INVALID
xavier.wilson@outlook.com,5557689230,4000.14,2024-03-20
xavier.wilson@outlook.com,INVALID,4125.62,2023-09-05
xavier.wilson@outlook.com,INVALID,0.00,2022-06-18
xavier.wilson@yahoo.com,5556459477,3246.00,2020-12-09
yara.brown@company.com,5554179275,2873.57,2025-02-23
yara.brown@outlook.com,5559449064,0.00,2021-02-01
yara.brown@test.com,5551042026,1496.74,INVALID
yara.brown@yahoo.com,5554205969,0.00,2025-01-15
yara.davis@company.com,INVALID,0.00,INVALID
yara.davis@example.com,INVALID,2843.91,INVALID
yara.davis@gmail.com,INVALID,2793.99,INVALID
yara.davis@outlook.com,5557713583,1402.79,2022-02-08
yara.johnson@company.com,INVALID,4772.20,2021-12-22
yara.johnson@company.com,INVALID,2102.42,2020-06-05
yara.johnson@example.com,5559168118,3198.22,2024-06-22
yara.johnson@gmail.com,5556824257,286.91,INVALID
yara.johnson@gmail.com,INVALID,1408.39,2024-02-27
yara.jones@company.com,INVALID,1773.73,2025-02-20
yara.jones@company.com,5551569381,501.06,INVALID
yara.jones@company.com,INVALID,4546.48,INVALID
yara.jones@example.com,5555208213,2925.23,2022-01-21
yara.jones@gmail.com,INVALID,2062.74,INVALID
yara.jones@outlook.com,INVALID,4767.44,INVALID
yara.miller@company.com,5558304790,1353.00,2025-05-02
yara.miller@gmail.com,INVALID,2102.02,2024-10-10
yara.miller@gmail.com,INVALID,888.89,2022-01-19
yara.miller@yahoo.com,INVALID,1185.86,2020-10-08
yara.moore@company.com,INVALID,636.13,2024-08-26
yara.moore@company.com,5552511526,3914.25,INVALID
yara.moore@example.com,5553358067,3249.00,INVALID
yara.smith@company.com,INVALID,4617.61,INVALID
yara.smith@yahoo.com,INVALID,1125.30,INVALID
yara.taylor@company.com,INVALID,1662.60,2020-05-15
yara.taylor@company.com,5553143190,3570.00,INVALID
yara.taylor@gmail.com,5558699210,4353.89,2025-01-19
yara.taylor@outlook.com,5552914462,300.00,INVALID
yara.wilson@company.com,INVALID,2889.96,2025-10-07
yara.wilson@company.com,5554018359,1160.34,2020-02-04
yara.wilson@example.com,5553633132,1606.87,INVALID
yara.wilson@gmail.com,INVALID,1738.56,INVALID
yara.wilson@gmail.com,INVALID,351.95,2020-08-12
yara.wilson@gmail.com,INVALID,3452.00,INVALID
yara.wilson@outlook.com,INVALID,453.85,2025-04-20
yara.wilson@yahoo.com,INVALID,0.00,2022-05-15
zack.brown@example.com,5557223181,0.00,2024-07-12
zack.brown@outlook.com,5555878131,0.00,2024-07-19
zack.brown@test.com,INVALID,3707.36,INVALID
zack.davis@yahoo.com,5554779737,4366.21,INVALID
zack.johnson@example.com,INVALID,162.13,2025-03-24
zack.jones@example.com,INVALID,283.22,2024-08-03
zack.jones@gmail.com,5553757316,0.00,INVALID
zack.miller@example.com,5552126169,1109.55,2022-06-11
zack.miller@example.com,5553865253,0.00,2022-06-06
zack.miller@outlook.com,5552848012,0.00,2024-10-15
zack.miller@yahoo.com,5555134399,2095.57,2020-07-08
zack.moore@example.com,5559385379,0.00,INVALID
zack.moore@outlook.com,INVALID,0.00,INVALID
zack.moore@outlook.com,INVALID,0.00,2024-03-21
zack.smith@company.com,5557145204,0.00,INVALID
zack.smith@example.com,5559514370,2423.92,2021-09-18
zack.smith@outlook.com,INVALID,3985.00,2024-08-27
zack.williams@gmail.com,5558939195,1334.25,2023-07-17
zack.williams@yahoo.com,5555354813,4358.00,INVALID
zack.wilson@company.com,5557573646,2953.63,INVALID
zack.wilson@example.com,5552187254,4961.16,2024-07-17
zack.wilson@example.com,5557427486,1075.65,INVALID
zack.wilson@gmail.com,5559458384,0.00,2025-02-25
zack.wilson@test.com,INVALID,0.00,2024-04-15
